holding_id,InputRoster_masika__id,s11q01b,s11q01b_unit
11-43-47-87,Diammonium phosphate (DAP),500,Kilogram
11-43-47-87,Insecticides,4,Liter
11-43-60-03,Urea,200,Kilogram
11-43-60-03,Ammonium sulphate (SA),100,Kilogram
11-43-60-03,Insecticides,510,Milliliter
11-43-60-03,Herbicides (solid),1,Kilogram
11-43-60-03,MACROP,117,Kilogram
11-43-67-73,Urea,5,Kilogram
11-43-71-13,Urea,25,Kilogram
11-43-71-13,Calcium ammonium nitrate (CAN),12,Kilogram
11-43-71-13,Ammonium sulphate (SA),16,Kilogram
11-45-89-51,Urea,15,Kilogram
11-45-89-51,Insecticides,2,Liter
