holding_id,input_Use_roster__id,s21q02,s21q03,s21q04,s21q05,s21q06,s21q07,s21q08,s21q09,s21q10
00-32-05-58,post-harvest equipment,1,0,,0,,1,3000,No,
00-32-06-28,manually operated equipment,7,7,,,,,,No,
00-32-33-96,manually operated equipment,19,19,,,,,,No,
00-32-34-82,manually operated equipment,5,4,,,,,,No,
00-32-34-82,animal powered equipment,1,0,,1,,,,No,
00-32-34-82,Vehicle,1,0,,0,,1,50000,No,
00-32-39-31,manually operated equipment,10,10,,,,,,No,
00-32-75-65,manually operated equipment,1,1,,,,,,Yes,1
00-32-75-65,animal powered equipment,1,1,,,,,,Yes,1
00-32-86-31,manually operated equipment,101,1,,,,,,No,
00-32-86-31,Vehicle,1,0,,0,,1,120000,No,
00-32-86-31,machine powered land preparation and planting equipment,1,0,,0,,1,300000,No,
00-32-86-31,machine powered crop harvesting equipment,1,0,,0,,1,300000,No,
00-33-00-19,manually operated equipment,9,9,,,,,,No,
00-33-21-92,manually operated equipment,6,6,,,,,,No,
00-33-29-75,manually operated equipment,5,5,,,,,,No,
00-33-29-75,Vehicle,1,0,,0,,1,450000,No,
00-33-30-02,manually operated equipment,181,181,,,,,,No,
00-33-30-02,animal powered equipment,2,2,,,,,,No,
00-33-30-02,machine powered land preparation and planting equipment,1,1,3,,,,,No,
00-33-30-02,post-harvest equipment,4,4,2,,,,,No,
00-33-38-75,manually operated equipment,64,59,,,,,,Yes,5
00-33-38-75,animal powered equipment,3,3,,,,,,No,
00-33-54-34,manually operated equipment,29,29,,,,,,Yes,1
00-33-56-97,manually operated equipment,7,7,,,,,,No,
00-33-79-01,manually operated equipment,13,12,,,,,,No,
00-33-79-43,manually operated equipment,2,2,,,,,,No,
00-33-84-00,manually operated equipment,21,21,,,,,,Yes,5
00-33-84-00,post-harvest equipment,4,3,2,0,,1,14000,No,
00-34-07-96,manually operated equipment,31,31,,,,,,No,
00-34-07-96,animal powered equipment,2,0,,0,,,,No,
00-34-23-62,manually operated equipment,22,22,,,,,,No,
00-34-30-26,manually operated equipment,6,6,,,,,,No,
00-34-41-83,manually operated equipment,2,2,,,,,,No,
00-34-43-51,manually operated equipment,72,72,,,,,,No,
00-34-43-51,animal powered equipment,1,1,,,,,,No,
00-34-43-51,Vehicle,1,0,,0,,1,360000,No,
00-34-49-12,manually operated equipment,4,4,,,,,,No,
00-34-49-85,manually operated equipment,115,115,,,,,,No,
00-34-49-85,animal powered equipment,5,5,,,,,,No,
00-34-50-85,manually operated equipment,21,21,,,,,,Yes,2
00-34-51-57,manually operated equipment,10,10,,,,,,No,
00-34-51-57,animal powered equipment,1,1,,,,,,No,
00-34-51-57,post-harvest equipment,2,2,1,,,,,No,
00-34-77-41,manually operated equipment,15,15,,,,,,No,
00-34-77-41,animal powered equipment,2,2,,,,,,No,
00-34-88-21,manually operated equipment,6,6,,,,,,No,
00-34-93-40,animal powered equipment,1,0,,1,,,,No,
00-34-94-50,manually operated equipment,13,5,,,,,,No,
00-34-94-50,Vehicle,1,0,,0,,1,350000,No,
00-34-95-99,manually operated equipment,2,2,,,,,,No,
00-35-31-36,manually operated equipment,13,13,,,,,,No,
00-35-31-36,Vehicle,1,0,,0,,1,100000,No,
00-35-34-55,manually operated equipment,20,20,,,,,,No,
00-35-34-55,animal powered equipment,1,1,,,,,,No,
00-35-42-16,manually operated equipment,3,3,,,,,,No,
00-35-42-16,animal powered equipment,1,0,,0,,,,No,
00-35-52-12,manually operated equipment,3,3,,,,,,No,
00-35-52-23,manually operated equipment,20,20,,,,,,No,
00-35-70-98,manually operated equipment,9,9,,,,,,No,
00-35-74-11,manually operated equipment,2,2,,,,,,No,
00-35-75-32,Vehicle,1,0,,0,,1,450000,No,
00-35-93-25,manually operated equipment,5,5,,,,,,No,
00-35-95-17,manually operated equipment,3,3,,,,,,No,
00-36-26-87,manually operated equipment,1,1,,,,,,No,
00-36-29-19,manually operated equipment,79,79,,,,,,No,
00-36-29-19,animal powered equipment,1,0,,0,,,,No,
00-36-29-19,Vehicle,1,1,1,,,,,No,
00-36-29-19,post-harvest equipment,1,0,,0,,1,120000,No,
00-36-34-75,animal powered equipment,2,2,,,,,,No,
00-36-55-81,manually operated equipment,238,238,,,,,,Yes,12
00-36-55-81,Vehicle,1,1,1,,,,,Yes,1
00-36-71-86,manually operated equipment,332,330,,,,,,No,
00-36-71-86,animal powered equipment,2,2,,,,,,No,
00-36-71-86,Vehicle,2,2,6,,,,,No,
00-36-74-41,manually operated equipment,9,9,,,,,,No,
00-36-80-66,manually operated equipment,9,9,,,,,,No,
00-36-80-66,animal powered equipment,1,0,,0,,,,No,
00-36-87-20,manually operated equipment,2,2,,,,,,No,
00-37-33-27,manually operated equipment,5,5,,,,,,No,
00-37-33-27,animal powered equipment,1,1,,,,,,No,
00-37-47-09,manually operated equipment,3,3,,,,,,No,
00-37-49-70,manually operated equipment,1,1,,,,,,Yes,1
00-37-49-70,animal powered equipment,1,0,,1,,,,No,
00-37-52-55,manually operated equipment,8,8,,,,,,No,
00-37-52-55,animal powered equipment,2,1,,0,,,,No,
00-37-52-55,post-harvest equipment,3,2,2,0,,1,15000,No,
00-37-62-09,manually operated equipment,15,15,,,,,,No,
00-37-62-90,manually operated equipment,3,3,,,,,,No,
00-37-63-40,manually operated equipment,17,17,,,,,,No,
00-37-63-40,animal powered equipment,1,0,,0,,,,No,
00-37-80-72,manually operated equipment,28,28,,,,,,No,
00-37-93-86,manually operated equipment,2,2,,,,,,No,
00-37-97-27,manually operated equipment,3,3,,,,,,No,
00-38-17-19,manually operated equipment,24,24,,,,,,No,
00-38-17-19,animal powered equipment,1,1,,,,,,No,
00-38-24-67,manually operated equipment,34,34,,,,,,Yes,3
00-38-24-67,animal powered equipment,2,0,,0,,,,No,
00-38-24-67,post-harvest equipment,1,0,,0,,1,14000,No,
00-38-32-32,manually operated equipment,5,5,,,,,,No,
00-38-42-38,manually operated equipment,3,3,,,,,,No,
00-38-55-14,manually operated equipment,9,5,,,,,,No,
00-38-55-14,Vehicle,1,0,,1,5,,,No,
00-38-55-14,post-harvest equipment,1,1,4,,,,,No,
00-38-63-02,manually operated equipment,3,3,,,,,,No,
00-38-63-21,manually operated equipment,16,16,,,,,,No,
00-38-63-21,animal powered equipment,1,0,,0,,,,No,
00-38-65-85,manually operated equipment,10,10,,,,,,No,
00-38-74-07,manually operated equipment,4,4,,,,,,No,
00-38-88-74,manually operated equipment,25,23,,,,,,Yes,2
00-38-88-74,animal powered equipment,1,0,,0,,,,No,
00-38-97-86,manually operated equipment,6,5,,,,,,No,
00-38-98-64,manually operated equipment,8,8,,,,,,No,
00-38-99-68,manually operated equipment,3,3,,,,,,No,
00-39-08-46,manually operated equipment,6,6,,,,,,No,
00-39-15-08,manually operated equipment,2,2,,,,,,No,
00-39-22-77,manually operated equipment,6,2,,,,,,No,
00-39-22-77,Vehicle,2,0,,0,,2,40000,No,
00-39-23-77,manually operated equipment,4,4,,,,,,No,
00-39-47-14,manually operated equipment,3,3,,,,,,No,
00-39-56-95,manually operated equipment,3,3,,,,,,No,
00-39-70-51,manually operated equipment,6,6,,,,,,Yes,2
00-39-75-19,manually operated equipment,4,4,,,,,,No,
00-39-96-82,manually operated equipment,12,11,,,,,,No,
00-40-20-27,manually operated equipment,117,117,,,,,,No,
00-40-20-27,Vehicle,1,1,8,,,,,No,
00-40-26-35,manually operated equipment,12,12,,,,,,No,
00-40-26-35,animal powered equipment,1,1,,,,,,No,
00-40-34-66,manually operated equipment,2,2,,,,,,No,
00-40-39-73,manually operated equipment,3,3,,,,,,No,
00-40-49-84,manually operated equipment,3,3,,,,,,No,
00-40-58-80,manually operated equipment,9,8,,,,,,No,
00-40-58-80,post-harvest equipment,1,0,,0,,1,5000,No,
00-40-64-16,manually operated equipment,7,4,,,,,,No,
00-40-70-71,manually operated equipment,54,54,,,,,,No,
00-40-70-71,machine powered equipment,114,114,3,,,,,No,
00-40-70-71,Vehicle,2,2,5,,,,,No,
00-40-70-71,machine powered crop maintenance equipment,1,1,0,,,,,No,
00-40-70-71,machine powered crop harvesting equipment,2,2,3,,,,,No,
00-40-70-71,Animal rearing equipment,1,1,0,,,,,No,
00-40-86-65,manually operated equipment,56,56,,,,,,No,
00-40-86-65,animal powered equipment,1,1,,,,,,No,
00-40-94-89,manually operated equipment,14,14,,,,,,No,
00-40-94-89,machine powered land preparation and planting equipment,1,0,,0,,1,200000,No,
00-40-95-93,manually operated equipment,6,6,,,,,,No,
00-40-95-93,animal powered equipment,1,1,,,,,,No,
00-40-99-82,manually operated equipment,5,5,,,,,,No,
00-40-99-82,animal powered equipment,1,0,,1,,,,No,
00-41-09-46,manually operated equipment,9,9,,,,,,No,
00-41-29-76,manually operated equipment,3,3,,,,,,No,
00-41-32-57,manually operated equipment,14,14,,,,,,No,
00-41-32-57,animal powered equipment,2,2,,,,,,No,
00-41-32-57,Vehicle,1,1,2,,,,,No,
00-41-53-38,manually operated equipment,5,5,,,,,,No,
00-41-58-03,manually operated equipment,84,84,,,,,,No,
00-41-58-03,animal powered equipment,2,2,,,,,,No,
00-41-60-91,manually operated equipment,8,8,,,,,,No,
00-41-60-91,animal powered equipment,1,1,,,,,,No,
00-41-61-15,manually operated equipment,9,9,,,,,,No,
00-41-61-15,animal powered equipment,1,0,,0,,,,No,
00-41-62-07,manually operated equipment,4,3,,,,,,No,
00-41-62-61,manually operated equipment,14,14,,,,,,Yes,5
00-41-62-61,Vehicle,1,0,,0,,1,60000,No,
00-42-05-97,manually operated equipment,12,12,,,,,,No,
00-42-05-97,Vehicle,1,0,,0,,1,45000,No,
00-42-06-61,manually operated equipment,4,4,,,,,,No,
00-42-06-61,animal powered equipment,3,3,,,,,,No,
00-42-07-83,manually operated equipment,4,4,,,,,,No,
00-42-07-83,animal powered equipment,1,0,,1,,,,No,
00-42-13-86,manually operated equipment,12,12,,,,,,No,
00-42-25-46,manually operated equipment,47,43,,,,,,Yes,13
00-42-25-46,animal powered equipment,2,0,,0,,,,No,
00-42-28-09,manually operated equipment,2,2,,,,,,No,
00-42-39-78,manually operated equipment,3,3,,,,,,No,
00-42-39-78,animal powered equipment,2,2,,,,,,No,
00-42-46-02,manually operated equipment,19,19,,,,,,No,
00-42-46-02,animal powered equipment,1,0,,0,,,,No,
00-42-75-37,manually operated equipment,6,6,,,,,,No,
00-42-75-37,animal powered equipment,1,0,,0,,,,No,
00-42-76-25,manually operated equipment,6,6,,,,,,No,
00-42-76-25,animal powered equipment,2,0,,0,,,,No,
00-42-76-25,post-harvest equipment,3,0,,0,,0,,No,
00-42-80-39,Vehicle,1,0,,0,,1,80,No,
00-43-03-00,manually operated equipment,36,36,,,,,,No,
00-43-03-00,Vehicle,1,0,,0,,1,70000,No,
00-43-06-41,manually operated equipment,10,10,,,,,,No,
00-43-18-62,manually operated equipment,8,8,,,,,,No,
00-43-18-62,animal powered equipment,2,0,,0,,,,No,
00-43-53-72,manually operated equipment,3,3,,,,,,No,
00-43-53-72,animal powered equipment,1,1,,,,,,No,
00-43-64-57,manually operated equipment,24,9,,,,,,No,
00-43-64-57,animal powered equipment,4,0,,4,,,,No,
00-43-69-75,manually operated equipment,7,4,,,,,,No,
00-43-74-27,manually operated equipment,14,14,,,,,,No,
00-43-74-27,Vehicle,1,0,,0,,1,120000,No,
00-44-01-94,manually operated equipment,10,9,,,,,,No,
00-44-12-41,manually operated equipment,29,29,,,,,,No,
00-44-22-60,manually operated equipment,21,21,,,,,,No,
00-44-22-60,animal powered equipment,1,1,,,,,,No,
00-44-22-60,Vehicle,1,1,3,,,,,No,
00-44-22-60,post-harvest equipment,1,0,,0,,1,25500,No,
00-44-35-91,manually operated equipment,8,7,,,,,,Yes,1
00-44-35-91,animal powered equipment,1,0,,1,,,,No,
00-44-38-94,manually operated equipment,3,3,,,,,,No,
00-44-60-77,manually operated equipment,13,13,,,,,,No,
00-44-60-77,animal powered equipment,1,0,,1,,,,No,
00-44-71-96,manually operated equipment,2,2,,,,,,Yes,2
00-44-81-47,manually operated equipment,18,18,,,,,,No,
00-44-81-47,animal powered equipment,1,0,,0,,,,No,
00-45-00-31,manually operated equipment,5,5,,,,,,No,
00-45-02-30,manually operated equipment,6,6,,,,,,No,
00-45-13-27,manually operated equipment,19,11,,,,,,No,
00-45-13-27,animal powered equipment,1,1,,,,,,No,
00-45-13-27,machine powered land preparation and planting equipment,1,1,0,,,,,No,
00-45-29-06,manually operated equipment,8,6,,,,,,No,
00-45-30-15,manually operated equipment,3,2,,,,,,No,
00-45-30-15,animal powered equipment,1,0,,1,,,,No,
00-45-43-51,manually operated equipment,10,10,,,,,,No,
00-45-45-77,manually operated equipment,46,46,,,,,,No,
00-45-45-77,animal powered equipment,1,1,,,,,,No,
00-45-45-77,machine powered land preparation and planting equipment,1,0,,1,4,,,No,
00-45-46-17,manually operated equipment,13,13,,,,,,No,
00-45-48-51,manually operated equipment,12,6,,,,,,No,
00-45-48-51,Vehicle,1,0,,0,,1,80000,No,
00-45-48-51,post-harvest equipment,1,0,,0,,1,20000,No,
00-45-65-40,manually operated equipment,10,10,,,,,,No,
00-45-65-40,animal powered equipment,2,1,,0,,,,No,
00-45-65-40,Vehicle,1,1,1,,,,,No,
00-45-65-40,Animal rearing equipment,1,1,0,,,,,No,
00-45-77-56,manually operated equipment,18,18,,,,,,No,
00-45-77-75,manually operated equipment,46,46,,,,,,Yes,44
00-45-77-75,animal powered equipment,1,1,,,,,,No,
00-45-77-75,Vehicle,1,1,3,,,,,No,
00-45-93-05,manually operated equipment,7,7,,,,,,No,
00-46-01-19,manually operated equipment,2,2,,,,,,No,
00-46-06-72,manually operated equipment,7,6,,,,,,No,
00-46-06-72,animal powered equipment,1,1,,,,,,No,
00-46-21-34,manually operated equipment,6,6,,,,,,No,
00-46-21-34,animal powered equipment,1,1,,,,,,No,
00-46-30-29,manually operated equipment,13,13,,,,,,Yes,13
00-46-30-29,animal powered equipment,1,1,,,,,,No,
00-46-30-81,manually operated equipment,8,5,,,,,,No,
00-46-38-89,manually operated equipment,31,30,,,,,,Yes,4
00-46-38-89,animal powered equipment,1,0,,0,,,,No,
00-46-54-83,manually operated equipment,12,11,,,,,,Yes,3
00-46-54-83,animal powered equipment,1,0,,1,,,,No,
00-46-68-29,manually operated equipment,15,15,,,,,,No,
00-46-68-29,Vehicle,1,0,,1,0,,,No,
00-46-79-64,manually operated equipment,13,13,,,,,,No,
00-46-86-44,manually operated equipment,5,5,,,,,,No,
00-46-93-76,manually operated equipment,6,6,,,,,,No,
00-47-20-62,manually operated equipment,2,2,,,,,,No,
00-47-35-53,manually operated equipment,20,20,,,,,,Yes,7
00-47-35-53,post-harvest equipment,3,2,2,0,,1,10000,No,
00-47-64-24,manually operated equipment,2,0,,,,,,No,
00-47-71-24,manually operated equipment,10,9,,,,,,No,
00-48-02-94,manually operated equipment,7,2,,,,,,No,
00-48-30-66,manually operated equipment,23,23,,,,,,No,
00-48-30-66,animal powered equipment,2,2,,,,,,No,
00-48-37-08,manually operated equipment,131,111,,,,,,Yes,6
00-48-37-08,Vehicle,6,0,,6,0,,,No,
00-48-41-07,manually operated equipment,4,4,,,,,,No,
00-48-41-07,animal powered equipment,1,1,,,,,,No,
00-48-52-57,manually operated equipment,76,76,,,,,,No,
00-48-52-57,animal powered equipment,2,2,,,,,,No,
00-48-52-57,post-harvest equipment,3,2,0,0,,1,78000,No,
00-48-57-41,manually operated equipment,15,15,,,,,,No,
00-48-60-21,manually operated equipment,11,11,,,,,,No,
00-48-60-21,animal powered equipment,1,0,,1,,,,No,
00-48-60-64,manually operated equipment,5,2,,,,,,No,
00-48-83-47,manually operated equipment,18,12,,,,,,Yes,1
00-48-96-72,manually operated equipment,4,4,,,,,,No,
00-49-04-40,manually operated equipment,2,2,,,,,,No,
00-49-09-74,manually operated equipment,19,19,,,,,,Yes,3
00-49-11-77,manually operated equipment,2,2,,,,,,No,
00-49-32-36,manually operated equipment,7,7,,,,,,No,
00-49-51-04,manually operated equipment,3,3,,,,,,No,
00-49-82-15,manually operated equipment,21,21,,,,,,No,
00-49-82-15,animal powered equipment,3,0,,0,,,,No,
00-49-88-09,manually operated equipment,4,4,,,,,,No,
00-49-88-33,manually operated equipment,6,6,,,,,,No,
00-50-04-02,manually operated equipment,9,9,,,,,,No,
00-50-04-02,animal powered equipment,1,0,,0,,,,No,
00-50-04-02,Vehicle,1,0,,0,,1,70000,No,
00-50-25-68,manually operated equipment,11,7,,,,,,Yes,4
00-50-30-73,manually operated equipment,7,6,,,,,,No,
00-50-30-73,Vehicle,1,1,1,,,,,No,
00-50-46-87,manually operated equipment,1,1,,,,,,Yes,1
00-50-46-87,animal powered equipment,1,0,,0,,,,No,
00-50-59-73,manually operated equipment,4,4,,,,,,No,
00-50-77-29,manually operated equipment,9,9,,,,,,No,
00-50-78-48,manually operated equipment,4,4,,,,,,No,
00-50-81-80,manually operated equipment,17,10,,,,,,No,
00-50-81-80,animal powered equipment,2,0,,2,,,,No,
00-50-81-80,Vehicle,1,0,,1,0,,,No,
00-50-95-21,manually operated equipment,10,9,,,,,,No,
00-50-95-21,machine powered land preparation and planting equipment,1,0,,1,0,,,No,
00-51-04-46,manually operated equipment,7,7,,,,,,No,
00-51-31-46,manually operated equipment,4,3,,,,,,No,
00-51-31-46,animal powered equipment,2,2,,,,,,No,
00-51-31-46,Vehicle,2,0,,0,,2,120000,No,
00-51-58-34,manually operated equipment,28,22,,,,,,No,
00-51-58-34,animal powered equipment,2,0,,1,,,,No,
00-51-58-34,Vehicle,1,0,,0,,1,55000,No,
00-51-58-53,manually operated equipment,49,48,,,,,,No,
00-51-58-53,machine powered land preparation and planting equipment,1,0,,1,5,,,No,
00-51-61-07,manually operated equipment,43,43,,,,,,No,
00-51-90-89,manually operated equipment,12,12,,,,,,No,
00-52-05-15,manually operated equipment,5,5,,,,,,No,
00-52-25-70,manually operated equipment,54,53,,,,,,No,
00-52-25-70,animal powered equipment,1,0,,0,,,,No,
00-52-37-64,manually operated equipment,10,10,,,,,,No,
00-52-48-01,manually operated equipment,52,49,,,,,,Yes,1
00-52-48-01,animal powered equipment,2,2,,,,,,No,
00-52-86-10,manually operated equipment,7,7,,,,,,No,
00-52-91-27,manually operated equipment,2,2,,,,,,No,
00-52-92-35,manually operated equipment,5,5,,,,,,No,
00-53-35-89,manually operated equipment,18,18,,,,,,Yes,18
00-53-35-89,animal powered equipment,1,1,,,,,,Yes,1
00-53-35-89,machine powered land preparation and planting equipment,1,1,1,,,,,No,
00-53-52-84,manually operated equipment,5,2,,,,,,No,
00-53-53-80,manually operated equipment,4,3,,,,,,No,
00-53-53-80,animal powered equipment,1,0,,1,,,,No,
00-53-73-77,manually operated equipment,4,4,,,,,,No,
00-54-24-15,manually operated equipment,12,12,,,,,,No,
00-54-25-56,manually operated equipment,7,4,,,,,,No,
00-54-25-56,Vehicle,1,0,,0,,1,45000,No,
00-54-41-43,manually operated equipment,5,5,,,,,,No,
00-54-41-43,animal powered equipment,1,0,,1,,,,No,
00-54-53-27,manually operated equipment,2,2,,,,,,No,
00-54-54-81,manually operated equipment,24,23,,,,,,No,
00-54-54-81,animal powered equipment,1,0,,0,,,,No,
00-54-55-50,manually operated equipment,18,17,,,,,,No,
00-54-63-77,manually operated equipment,11,11,,,,,,No,
00-54-63-77,animal powered equipment,1,0,,0,,,,No,
00-54-75-04,manually operated equipment,16,4,,,,,,No,
00-54-75-04,animal powered equipment,1,0,,0,,,,No,
00-54-75-04,Vehicle,1,0,,0,,1,40000,No,
00-54-75-04,post-harvest equipment,1,0,,0,,0,,No,
00-54-77-32,manually operated equipment,9,9,,,,,,No,
00-54-83-37,manually operated equipment,9,9,,,,,,No,
00-54-83-84,manually operated equipment,34,34,,,,,,No,
00-54-91-98,manually operated equipment,3,3,,,,,,No,
00-54-99-02,manually operated equipment,21,21,,,,,,No,
00-54-99-02,animal powered equipment,2,2,,,,,,No,
00-55-27-96,manually operated equipment,4,4,,,,,,No,
00-55-31-24,manually operated equipment,29,17,,,,,,No,
00-55-31-24,Vehicle,1,0,,0,,1,60000,No,
00-55-42-02,manually operated equipment,2,2,,,,,,No,
00-55-42-02,Vehicle,1,1,0,,,,,No,
00-55-58-01,manually operated equipment,4,4,,,,,,No,
00-55-73-89,manually operated equipment,6,6,,,,,,No,
00-55-84-22,manually operated equipment,17,14,,,,,,No,
00-55-84-22,Vehicle,1,0,,0,,1,10000,No,
00-55-85-16,manually operated equipment,5,2,,,,,,No,
00-55-85-16,animal powered equipment,1,1,,,,,,No,
00-55-96-13,manually operated equipment,9,9,,,,,,No,
00-55-97-11,manually operated equipment,6,6,,,,,,No,
00-56-16-16,manually operated equipment,80,80,,,,,,No,
00-56-34-27,manually operated equipment,5,5,,,,,,No,
00-56-42-32,manually operated equipment,32,32,,,,,,No,
00-57-07-64,manually operated equipment,6,5,,,,,,Yes,4
00-57-11-67,manually operated equipment,13,13,,,,,,Yes,11
00-57-20-66,manually operated equipment,3,3,,,,,,No,
00-57-26-65,manually operated equipment,6,6,,,,,,No,
00-57-46-27,animal powered equipment,1,0,,0,,,,No,
00-57-63-30,manually operated equipment,5,5,,,,,,No,
00-58-03-37,manually operated equipment,53,53,,,,,,No,
00-58-13-14,manually operated equipment,6,6,,,,,,No,
00-58-13-14,animal powered equipment,1,0,,1,,,,No,
00-58-14-21,manually operated equipment,7,4,,,,,,No,
00-58-26-43,manually operated equipment,2,2,,,,,,No,
00-58-26-43,animal powered equipment,4,4,,,,,,No,
00-58-37-31,manually operated equipment,33,33,,,,,,No,
00-58-37-31,animal powered equipment,1,1,,,,,,No,
00-58-44-13,manually operated equipment,4,4,,,,,,No,
00-58-46-45,manually operated equipment,6,5,,,,,,No,
00-58-46-45,machine powered equipment,2,2,1,,,,,No,
00-58-52-65,manually operated equipment,5,5,,,,,,No,
00-58-60-95,manually operated equipment,10,8,,,,,,Yes,2
