holding_id,crop_id,s9q01,s9q02__1,s9q02__2,s9q02__3,s9q02__4,s9q02__5,s9q02__6,s9q02__7,s9q02__8,s9q02__99,s9q03,s9q04,s9q05,s9q06,s9q07,s9q08,s9q09,s9q10,s9q10a,s9q11
00-14-81-09,Banana,No,Yes,No,No,No,No,No,No,No,No,All - 100%,4160000,,,,,,,,
00-14-81-09,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,127000,,,,,,,,
00-14-88-58,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-14-88-58,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
00-15-07-77,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-07-77,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-19-93,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-26-33,Groundnut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
00-15-26-48,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,235000,One quarter - 25%,,,,,,,
00-15-46-99,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-55-52,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-55-52,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-55-52,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-55-52,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-56-71,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-15-87-03,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-00-42,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-00-42,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
00-16-00-42,Cowpeas,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
00-16-00-42,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
00-16-10-68,Irish potatoes,No,Yes,No,No,No,No,No,No,No,No,All - 100%,560000,,,,,,,,
00-16-15-75,Maize,Yes,No,Yes,Yes,No,No,No,No,No,No,,,40,60,,,,,,
00-16-15-75,Sunflower,Yes,Yes,Yes,Yes,No,No,No,No,No,No,80,440000,15,5,,,,,,
00-16-31-75,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-31-75,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-31-75,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-31-75,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-47-99,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-47-99,Sunflower,No,Yes,No,No,No,No,No,No,No,No,All - 100%,420000,,,,,,,,
00-16-49-08,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,45,4800000,55,,,,,,,
00-16-49-08,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-49-08,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,60,300000,10,,,,30,,,
00-16-49-08,Sugar cane,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-51-30,Cassava,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,50000,Half - 50%,,,,,,,
00-16-51-30,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,750000,,,,,,,,
00-16-56-16,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-56-16,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-56-16,Cowpeas,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-56-16,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-56-16,Tobacco,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,70000,,,,,,,,
00-16-64-17,Banana,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,100000,Three-quarters - 75%,,,,,,,
00-16-72-45,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,85,4800000,15,,,,,,,
00-16-72-45,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-72-45,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-16-72-45,Coffee,Yes,Yes,Yes,No,No,No,No,No,No,No,95,900000,5,,,,,,,
00-16-72-45,Banana,No,Yes,Yes,No,No,No,No,No,No,No,70,120000,30,,,,,,,
00-16-76-09,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-21-50,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,150000,One quarter - 25%,,,,,,,
00-17-31-71,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,800000,15,,,,10,,,
00-17-31-71,Pigeon pea,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,250000,,,,,,,,
00-17-31-71,Sunflower,Yes,Yes,Yes,No,No,No,No,No,No,No,90,490000,10,,,,,,,
00-17-33-50,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,57,220000,43,,,,,,,
00-17-33-50,Paddy,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,56,600000,40,3,,,1,,,
00-17-33-50,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-36-62,Maize,No,Yes,Yes,No,No,No,No,No,No,No,40,72000,60,,,,,,,
00-17-40-49,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,57.14286,160000,42.85714,,,,,,,
00-17-40-49,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-63-80,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,120000,,,,,,,,
00-17-63-80,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-88-17,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-88-17,Pigeon pea,Yes,Yes,Yes,No,No,No,Yes,No,No,No,67,168000,30,,,,3,,,
00-17-94-66,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-94-66,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-94-66,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-94-66,Mango,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-17-99-71,Maize,No,No,Yes,No,No,No,No,No,No,No,,,One quarter - 25%,,,,,,,
00-17-99-71,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,Three-quarters - 75%,,,,,,,
00-18-43-49,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-18-43-49,Cowpeas,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,72000,One quarter - 25%,,,,,,,
00-18-43-49,Sesame,Yes,Yes,No,No,No,No,Yes,No,No,No,96,1016400,,,,,4,,,
00-18-46-49,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-18-46-49,Pigeon pea,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-18-74-52,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,180000,One quarter - 25%,,,,,,,
00-18-83-43,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-18-83-43,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,280000,,,,,,,,
00-19-02-95,Bulrush Millet,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
00-19-26-13,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,13,96000,85,2,,,,,,
00-19-26-13,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,60,180000,32,,,,8,,,
00-19-26-13,Sweet potatoes,No,Yes,Yes,No,No,No,No,No,No,No,80,880000,20,,,,,,,
00-19-26-13,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-32-34,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-32-34,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-35-62,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-35-67,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,1100000,22,,,,3,,,
00-19-39-75,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-39-75,Pigeon pea,No,Yes,Yes,No,No,No,No,No,No,No,90,162000,10,,,,,,,
00-19-39-75,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,315000,,,,,,,,
00-19-64-31,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-64-31,Pigeon pea,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,7000,Three-quarters - 75%,,,,,,,
00-19-64-31,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,30000,Three-quarters - 75%,,,,,,,
00-19-68-59,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-68-59,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-78-94,Maize,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,24000,Three-quarters - 75%,,,,,,,
00-19-81-97,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-81-97,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-19-87-02,Sunflower,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,220000,,,,,,,,
00-20-22-26,Maize,No,Yes,Yes,No,No,No,No,No,No,No,33.33334,360000,66.66667,,,,,,,
00-20-22-26,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,250000,Three-quarters - 75%,,,,,,,
00-20-24-93,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-24-93,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,1200000,Three-quarters - 75%,,,,,,,
00-20-24-93,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-32-17,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,19,150000,76,,,,5,,,
00-20-32-17,Beans,No,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
00-20-67-91,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-73-19,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-95-00,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-95-00,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-20-95-00,Pigeon pea,No,Yes,Yes,No,No,No,Yes,No,No,No,72,720000,18,,,,10,,,
00-21-01-85,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,45,500000,45,,,,10,,,
00-21-01-85,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,55,,,,45,,,
00-21-01-85,Cowpeas,Yes,No,Yes,No,No,No,Yes,No,No,No,,,17,,,,83,,,
00-21-01-85,Sunflower,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Half - 50%,,,,Half - 50%,,,
00-21-09-69,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
00-21-16-29,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-21-16-29,Beans,Yes,No,Yes,Yes,No,No,No,No,No,No,,,One quarter - 25%,Three-quarters - 75%,,,,,,
00-21-56-39,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-21-56-39,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-21-56-39,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-21-66-74,Maize,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Three-quarters - 75%,1680000,15,5,,,5,,,
00-21-66-74,Beans,No,Yes,Yes,Yes,No,No,No,No,No,No,10,720000,Three-quarters - 75%,15,,,,,,
00-21-95-31,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-21-95-31,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-22-02-16,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,55,770000,40,5,,,,,,
00-22-02-16,Beans,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,380000,23,,,,2,,,
00-22-02-16,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-22-14-35,Sorghum,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
00-22-14-35,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
00-22-20-71,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-22-62-30,Maize,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,18,300000,37,18,27,,,,,
00-22-62-30,Beans,No,Yes,Yes,No,No,No,Yes,No,No,No,1,150000,1,,,,98,,,
00-22-62-30,Sunflower,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
00-22-62-36,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,100000,,,,,,,,
00-22-62-36,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,36000,,,,,,,,
00-22-62-36,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,90000,,,,,,,,
00-22-63-88,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,60,40,,,,,,
00-22-63-88,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,930000,,,,,,,,
00-22-63-88,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,640000,,,,,,,,
00-22-95-12,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,300000,30,,,,20,,,
00-22-95-12,Irish potatoes,Yes,Yes,Yes,No,No,No,No,No,No,No,80,250000,20,,,,,,,
00-23-14-32,Maize,No,Yes,Yes,No,No,No,No,No,No,No,63,250000,37,,,,,,,
00-23-14-32,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,56,500000,44,,,,,,,
00-23-15-45,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
00-23-15-45,Banana,Yes,No,Yes,No,No,No,No,No,No,No,,,20,,,,,,,
00-23-73-51,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-23-73-51,Pigeon pea,Yes,Yes,Yes,No,No,No,Yes,No,No,No,80,450000,15,,,,5,,,
00-23-91-37,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-23-91-37,Beans,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
00-23-91-37,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-23-91-70,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,50000,One quarter - 25%,,,,,,,
00-24-10-09,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,99,,,,1,,,
00-24-10-09,Beans,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,43000,Half - 50%,,,,,,,
00-24-10-09,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,66,200000,27,,,,7,,,
00-24-10-09,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,40000,,,,,,,,
00-24-11-83,Banana,No,Yes,No,No,No,No,No,No,No,No,All - 100%,90000,,,,,,,,
00-24-20-76,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-32-31,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-32-31,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,Three-quarters - 75%,,,,,,,
00-24-32-31,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-34-20,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-34-20,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-34-20,Sunflower,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,,Half - 50%,,
00-24-34-20,Banana,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,185000,Half - 50%,,,,,,,
00-24-34-20,Avocado,No,Yes,Yes,No,No,No,No,No,No,No,80,150000,20,,,,,,,
00-24-34-20,Mango,No,Yes,Yes,No,No,No,No,No,No,No,70,30000,30,,,,,,,
00-24-39-08,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-39-08,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-39-08,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-51-51,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
00-24-51-51,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,40,350000,Half - 50%,,,,10,,,
00-24-51-51,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-51-51,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-56-56,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,33,60000,Half - 50%,17,,,,,,
00-24-56-56,Beans,Yes,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,48000,Half - 50%,,,,One quarter - 25%,,,
00-24-68-58,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,300000,One quarter - 25%,,,,,,,
00-24-68-58,Amaranths,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,150000,One quarter - 25%,,,,,,,
00-24-77-76,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-24-87-25,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-14-26,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-19-80,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,93,7,,,,,,
00-25-19-80,Banana,No,No,Yes,Yes,No,No,No,No,No,No,,,91,9,,,,,,
00-25-21-56,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-21-56,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
00-25-41-90,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,175000,Half - 50%,,,,,,,
00-25-41-90,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,60,3000000,40,,,,,,,
00-25-53-05,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-53-05,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,580000,,,,,,,,
00-25-59-51,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-59-51,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-68-54,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-68-54,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,360000,Half - 50%,,,,,,,
00-25-68-54,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-71-60,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,33,140000,45,,,,3,,,
00-25-71-62,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-25-71-62,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,60000,,,,,,,,
00-25-71-62,Sunflower,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,180000,Half - 50%,,,,,,,
00-25-75-19,Bulrush Millet,No,Yes,Yes,No,No,No,Yes,No,No,No,20,10000,77,,,,3,,,
00-25-98-73,Maize,No,Yes,Yes,No,No,No,No,No,No,No,80,180000,20,,,,,,,
00-25-99-62,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
00-25-99-62,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
00-25-99-62,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
00-26-02-21,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-02-21,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-05-81,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-05-81,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-05-81,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-05-81,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-09-98,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,60,500000,40,,,,,,,
00-26-15-54,Maize,Yes,No,Yes,Yes,No,No,No,No,No,No,,,80,20,,,,,,
00-26-36-40,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-36-40,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,77,,,,23,,,
00-26-44-79,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-44-79,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,150000,Half - 50%,,,,,,,
00-26-44-79,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-56-97,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-56-97,Sunflower,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,4800000,,,,,,,,
00-26-62-90,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-26-86-91,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,83,2100000,17,,,,,,,
00-26-86-91,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,90,630000,10,,,,,,,
00-26-91-04,Maize,No,Yes,Yes,No,No,No,No,No,No,No,80,384000,20,,,,,,,
00-26-91-04,Beans,No,No,Yes,No,No,No,Yes,No,No,No,,,60,,,,40,,,
00-26-91-28,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,39000000,,,,,,,,
00-26-94-02,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,96,4,,,,,,
00-26-95-96,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,96,,,,4,,,
00-26-95-96,Beans,No,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
00-26-95-96,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-32-77,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-32-77,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-59-16,Chick peas,Yes,Yes,No,No,No,No,Yes,No,No,No,97,5220000,,,,,3,,,
00-27-59-16,Sunflower,Yes,Yes,No,No,No,No,Yes,No,No,No,98,4080000,,,,,2,,,
00-27-65-36,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-65-36,Pigeon pea,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,90000,One quarter - 25%,,,,,,,
00-27-68-19,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,486000,One quarter - 25%,,,,,,,
00-27-68-19,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-68-19,Groundnut,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,120000,,,,,,,,
00-27-75-07,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
00-27-75-07,Beans,No,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,60000,Half - 50%,,,,One quarter - 25%,,,
00-27-75-07,Coffee,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,160000,One quarter - 25%,,,,,,,
00-27-75-07,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-89-89,Maize,No,Yes,Yes,No,No,No,No,No,No,No,5,8000,95,,,,,,,
00-27-89-89,Paddy,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-89-89,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-27-89-89,Sweet potatoes,No,Yes,Yes,No,No,No,No,No,No,No,5,30000,95,,,,,,,
00-27-89-89,Beans,No,No,Yes,Yes,No,No,No,No,No,No,,,One quarter - 25%,Three-quarters - 75%,,,,,,
00-28-27-64,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-28-27-64,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-28-27-64,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,140000,,,,,,,,
00-28-27-64,Sugar cane,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1800000,,,,,,,,
00-28-27-64,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-28-52-61,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,10,150000,86,,,,4,,,
00-28-55-82,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,80000,Half - 50%,,,,,,,
00-28-57-46,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
00-28-57-46,Pigeon pea,Yes,Yes,No,No,No,No,Yes,No,No,No,95,160000,,,,,5,,,
00-28-59-39,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,2000000,One quarter - 25%,,,,,,,
00-28-59-39,Chick peas,Yes,Yes,No,No,No,No,Yes,No,No,No,10,240000,,,,,90,,,
00-28-66-32,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,78,1248000,22,,,,,,,
