holding_id,FIELD__id,VULIPLOT__id,s4q02,s4q03_hectares,s4q04,s4q05a,s4q05b,s4q06,s4q07,s4q08__1,s4q08__2,s4q08__3,s4q08__4,s4q08__5,s4q08__6,s4q08__7,s4q08__99,s4q09,s4q10__8,s4q10__9,s4q10__10,s4q10__11,s4q10__12,s4q10__13,s4q10__14,s4q10__115,s4q10__116,s4q10__117,s4q10__118,s4q10__119,s4q10__120,s4q10__121,s4q10__99,s4q10a,s4q11,s4q12__16,s4q12__17,s4q12__18,s4q12__19,s4q12__20,s4q12__99
00-20-95-00,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20-95-00,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20-95-00,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-21-01-85,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-21-09-69,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-21-09-69,2,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-21-16-29,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-21-16-29,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-21-56-39,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-21-56-39,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-21-56-39,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-21-56-39,4,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,SPRINKLER IRRIGATION,No,,,,,,,,,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-21-66-74,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-21-66-74,2,2,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-21-95-31,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-22-02-16,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-22-02-16,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-22-02-16,3,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-22-63-88,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-14-32,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-23-14-32,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-15-45,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-15-45,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-91-37,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-91-37,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-91-70,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-23-91-70,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-11-83,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-20-76,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-20-76,2,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-32-31,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-34-20,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-39-08,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-51-51,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-68-58,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-68-58,1,2,CULTIVATED WITH CROPS,0,PURE STAND,Yes,Half - 50%,MANUAL IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-24-68-58,1,3,CULTIVATED WITH CROPS,0,PURE STAND,Yes,Half - 50%,MANUAL IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-77-76,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-24-87-25,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-14-26,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-19-80,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-19-80,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-41-90,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-25-41-90,2,1,TEMPORARILY LEFT FALLOW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-25-71-60,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-71-60,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-25-71-60,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-02-21,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-02-21,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-15-54,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-26-44-79,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-26-44-79,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-62-90,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-86-91,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-26-86-91,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-26-91-04,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-91-28,1,1,CULTIVATED WITH CROPS,19,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-26-94-02,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-26-95-96,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-27-32-77,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-27-65-36,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-27-68-19,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-27-68-19,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-27-75-07,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-27-75-07,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-28-27-64,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-28-27-64,1,2,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-28-55-82,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-28-59-39,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-28-76-23,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-28-76-63,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-28-82-84,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-28-82-84,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-29-09-32,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-29-39-81,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-29-73-51,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-29-88-01,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-29-99-22,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-29-99-22,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-30-06-91,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-30-06-91,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-30-27-80,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-30-39-37,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-31-04-97,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-31-26-41,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-31-79-08,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-31-84-61,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-31-84-61,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-32-06-28,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-32-39-31,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-32-75-65,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-33-56-97,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-33-79-01,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
00-33-79-01,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
00-33-79-43,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-23-62,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,Yes,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-34-23-62,2,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-30-26,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-30-26,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-41-83,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-41-83,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-49-12,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-34-49-12,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-49-85,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Half - 50%,Yes,Yes,No,No,No,No,No
00-34-49-85,2,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,Yes,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-34-88-21,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-93-40,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-34-94-50,1,1,CULTIVATED WITH CROPS,4,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-12,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-35-52-12,1,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-35-52-23,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-23,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-23,4,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-23,5,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-23,6,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-52-23,7,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-70-98,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-93-25,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-93-25,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-93-25,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-35-93-25,1,4,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-36-74-41,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
00-36-74-41,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-37-33-27,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-37-47-09,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-37-63-40,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-37-93-86,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-24-67,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-38-32-32,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-63-02,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-63-21,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-74-07,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-38-74-07,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-97-86,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-97-86,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-98-64,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-38-99-68,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-38-99-68,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-39-15-08,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-39-23-77,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-39-47-14,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-39-56-95,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-39-75-19,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-39-96-82,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-40-34-66,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-40-39-73,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-40-49-84,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-40-64-16,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No
00-40-64-16,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-40-94-89,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-40-99-82,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
00-41-09-46,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-41-29-76,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-41-29-76,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-41-32-57,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-41-32-57,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-41-32-57,3,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,Yes,Yes,No,No
00-41-53-38,1,1,A KITCHEN GARDEN/BACKYARD,1,MIXED,No,,,Yes,No,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-41-58-03,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-41-60-91,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-41-60-91,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-41-62-07,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
00-42-07-83,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
00-42-28-09,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-42-28-09,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-42-46-02,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-42-75-37,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-42-75-37,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-43-06-41,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-43-18-62,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
00-43-18-62,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
