holding_id,FIELD__id,VULIPLOT__id,crop_id,TEMP_PERM,areaPlanted,s5q03,s5q04__1,s5q04__2,s5q04__3,s5q04a,s5q04a_Unit,s5q05,s5q06__1,s5q06__2,s5q06__3,s5q06__4,s5q06__5,s5q06__6,s5q06__7,s5q06__8,s5q06__9,s5q06__99,s5q07,areaHarvested,s5q10__1,s5q10__2,s5q10__3,s5q10__4,s5q10__5,s5q10__6,s5q10__7,s5q10__8,s5q10__9,s5q10__99,s5q11,s5q12,s5q13,s5q14,s5q14a,s5q14b_unit,harvest_ton
00-13-62-62,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,2000,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
00-13-62-62,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-13-95-16,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,0
00-13-95-16,2,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,No,No,No,No,Yes,No,,,,,,,0
00-14-24-86,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,,,,,,,,,,,,,,,,,0
00-14-24-86,1,2,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,,,,,,,,,,,,,,,,,0
00-14-24-86,2,1,Paddy,Temporary,0,JANUARY 2024,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,1
00-14-61-05,1,1,Paddy,Temporary,4,DECEMBER 2023,No,Yes,No,180,KILOGRAM,Yes,,,,,,,,,,,June 2024,3,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,8
00-14-61-05,2,1,Maize,Temporary,3,NOVEMBER 2023,Yes,No,No,28,KILOGRAM,Yes,,,,,,,,,,,May 2024,2,No,No,No,No,No,No,No,No,No,Yes,,,,,,,5
00-14-61-05,2,2,Groundnut,Temporary,1,DECEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,April 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-14-61-05,2,3,Sweet potatoes,Temporary,2,NOVEMBER 2023,No,Yes,No,10000,CUTTINGS,Yes,,,,,,,,,,,March 2024,1,No,No,No,No,No,No,No,Yes,No,No,,,,,,,3
00-14-61-05,2,4,Cassava,Temporary,3,DECEMBER 2023,No,Yes,No,18000,CUTTINGS,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,0
00-14-74-89,1,1,Paddy,Temporary,0,JANUARY 2024,No,No,Yes,12,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,Yes,No,,,,,,,0
00-14-81-09,2,1,Cocoyams,Temporary,0,SEPTEMBER 2023,No,Yes,No,40,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
00-14-81-09,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-14-81-09,2,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,.6,7,No,,,
00-14-88-58,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-14-88-58,1,1,Groundnut,Temporary,0,OCTOBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-14-88-58,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-14-88-58,2,1,Groundnut,Temporary,0,OCTOBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-15-26-48,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-15-26-48,2,1,Maize,Temporary,0,NOVEMBER 2023,Yes,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-15-46-99,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,250,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,No,No,No,No,Yes,No,,,,,,,0
00-15-55-52,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,No,Yes,2,KILOGRAM,Yes,,,,,,,,,,,October 2023,0,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,0
00-15-55-52,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,No,Yes,15,KILOGRAM,Yes,,,,,,,,,,,October 2023,0,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,0
00-15-55-52,2,1,Cassava,Temporary,1,DECEMBER 2023,No,No,Yes,1800,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
00-15-55-52,2,1,Sweet potatoes,Temporary,0,DECEMBER 2023,No,No,Yes,950,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-15-55-52,3,1,Maize,Temporary,1,OCTOBER 2023,No,No,Yes,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,0
00-15-55-52,3,1,Beans,Temporary,0,OCTOBER 2023,No,No,Yes,20,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,0
00-15-87-03,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-16-15-75,1,1,Sunflower,Temporary,0,OCTOBER 2023,No,Yes,No,7,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-15-75,3,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,,,,,,,,,,,,,,,,,1
00-16-56-16,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-56-16,1,1,Cowpeas,Temporary,0,SEPTEMBER 2023,No,Yes,No,0,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-56-16,1,1,Groundnut,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-64-17,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,150,35,Yes,4,SEEDLINGS,
00-16-72-45,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-16-72-45,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,1,SEEDLINGS,
00-16-72-45,1,2,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-72-45,1,2,Sunflower,Temporary,0,OCTOBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-16-72-45,2,1,Sunflower,Temporary,0,OCTOBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-16-72-45,3,1,Sunflower,Temporary,2,OCTOBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
00-17-21-50,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
00-17-31-71,1,1,Maize,Temporary,3,JANUARY 2024,No,Yes,No,100,KILOGRAM,Yes,,,,,,,,,,,July 2024,3,No,Yes,No,No,No,No,No,No,No,No,,,,,,,3
00-17-31-71,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,1,KILOGRAM,
00-17-31-71,1,1,Sunflower,Temporary,1,FEBRUARY 2024,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,,,,,,,,,,,,,,,,,1
00-17-33-50,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
00-17-33-50,2,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,0
00-17-88-17,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,12,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-17-88-17,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,2,KILOGRAM,
00-18-43-49,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
00-18-43-49,1,1,Cowpeas,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-18-43-49,1,1,Sesame,Temporary,0,FEBRUARY 2024,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,0
00-18-43-49,2,1,Sesame,Temporary,0,JANUARY 2024,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,0
00-19-26-13,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-19-26-13,1,1,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,1376,CUTTINGS,
00-19-26-13,1,2,Sweet potatoes,Temporary,1,NOVEMBER 2023,No,Yes,No,4300,CUTTINGS,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,3
00-19-26-13,1,3,Sunflower,Temporary,0,DECEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
00-19-78-94,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,0
00-19-78-94,1,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,2500,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
00-19-78-94,2,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,1200,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
00-19-81-97,1,1,Sweet potatoes,Temporary,0,OCTOBER 2023,No,Yes,No,4012,CUTTINGS,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,1
00-19-81-97,2,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,3936,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,2
00-19-81-97,2,1,Sweet potatoes,Temporary,0,OCTOBER 2023,No,Yes,No,7896,CUTTINGS,Yes,,,,,,,,,,,January 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-19-81-97,3,1,Sweet potatoes,Temporary,0,SEPTEMBER 2023,No,Yes,No,1980,CUTTINGS,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,1
00-20-22-26,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
00-20-32-17,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,2
00-20-32-17,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,6000,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
00-20-32-17,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,12,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-20-67-91,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
00-21-01-85,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,1
00-21-01-85,1,1,Beans,Temporary,1,SEPTEMBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,December 2023,1,,,,,,,,,,,,,,,,,0
00-21-01-85,1,1,Cowpeas,Temporary,1,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,December 2023,1,,,,,,,,,,,,,,,,,0
00-21-01-85,1,1,Sunflower,Temporary,1,OCTOBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,0
00-21-56-39,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-21-56-39,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-21-56-39,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
00-21-56-39,3,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-21-66-74,2,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,3
00-21-66-74,2,2,Beans,Temporary,2,OCTOBER 2023,No,Yes,No,22,KILOGRAM,Yes,,,,,,,,,,,January 2024,2,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-21-95-31,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,1
00-21-95-31,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,7,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-22-63-88,2,1,Cashew nut,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,60,60,No,,,
00-23-14-32,2,1,Maize,Temporary,1,NOVEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,1
00-23-15-45,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,35,10,Yes,4,SEEDLINGS,
00-23-15-45,1,2,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,380,CUTTINGS,
00-23-91-37,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,0
00-23-91-37,1,1,Groundnut,Temporary,0,NOVEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-23-91-37,1,2,Maize,Temporary,0,DECEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,0
00-23-91-37,1,2,Beans,Temporary,0,DECEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,0
00-23-91-70,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,0,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-23-91-70,1,2,Cassava,Temporary,1,DECEMBER 2023,No,Yes,No,200,CUTTINGS,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,0
00-24-11-83,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-24-20-76,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-24-20-76,2,2,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,40,CUTTINGS,
00-24-32-31,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,December 2023,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
00-24-34-20,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-24-34-20,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,2.7,9,No,,,
00-24-34-20,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,.95,3,No,,,
00-24-39-08,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,1320,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
00-24-39-08,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,20,10,Yes,0,SEEDLINGS,
00-24-51-51,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
00-24-51-51,1,1,Sunflower,Temporary,0,SEPTEMBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-24-68-58,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,2
00-24-68-58,1,3,Amaranths,Temporary,0,OCTOBER 2023,Yes,No,No,500,GRAM,Yes,,,,,,,,,,,November 2023,0,,,,,,,,,,,,,,,,,1
00-24-77-76,1,1,Paddy,Temporary,0,OCTOBER 2023,No,No,Yes,15,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-24-87-25,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
00-25-14-26,1,1,Maize,Temporary,1,NOVEMBER 2023,No,No,Yes,15,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,2
00-25-19-80,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,789,CUTTINGS,Yes,,,,,,,,,,,August 2024,0,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,0
00-25-19-80,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,19,11,Yes,0,SEEDLINGS,
00-25-19-80,2,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,987,CUTTINGS,Yes,,,,,,,,,,,August 2024,0,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,1
00-25-71-60,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
00-25-71-60,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,3100,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
00-25-71-60,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
00-25-71-60,3,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-26-02-21,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,Yes,15,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,0
00-26-02-21,2,1,Sorghum,Temporary,1,SEPTEMBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,,,,,,,,,,,,,,,,,0
00-26-15-54,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,1
00-26-44-79,1,1,Maize,Temporary,1,NOVEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
00-26-44-79,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
00-26-44-79,2,1,Paddy,Temporary,0,JANUARY 2024,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-26-62-90,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,1,KILOGRAM,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,0
00-26-62-90,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
00-26-62-90,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-26-91-04,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,16,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
00-26-91-28,1,1,Maize,Temporary,19,OCTOBER 2023,Yes,No,No,70,KILOGRAM,Yes,,,,,,,,,,,February 2024,14,No,No,No,No,Yes,No,No,No,No,No,,,,,,,33
00-26-94-02,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,916,CUTTINGS,Yes,,,,,,,,,,,August 2024,0,No,No,No,No,Yes,No,Yes,No,Yes,No,,,,,,,0
00-26-95-96,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-26-95-96,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-26-95-96,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
00-27-32-77,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-27-32-77,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
00-27-65-36,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,1
00-27-65-36,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,0,KILOGRAM,
00-27-68-19,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,1
00-27-68-19,1,1,Groundnut,Temporary,0,NOVEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
00-27-68-19,2,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
00-27-68-19,2,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
00-27-75-07,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,13,13,No,,,
00-27-75-07,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,31.875,FARMER IS UNABLE TO QUANTIFY,No,,,
00-27-75-07,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,1,0,No,,,
00-27-75-07,1,2,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
00-27-75-07,1,2,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
