holding_id,FIELD__id,crop_id,areaPlanted,s8q01,s8q02__1,s8q02__2,s8q02__3,s8q02__4,s8q02__5,s8q02__6,s8q02__7,s8q02__8,s8q02__9,s8q02__10,s8q02__11,s8q02__99,s8q03__13,s8q03__14,s8q03__15,s8q03__1,s8q03__2,s8q03__3,s8q03__4,s8q03__5,s8q03__6,s8q03__7,s8q03__8,s8q03__9,s8q03__10,s8q03__11,s8q03__12,s8q03__16,harvest_ton
00-74-27-46,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
00-75-10-70,2,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,No,0
00-76-05-44,1,Cashew nut,3,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,1
00-76-05-44,2,Cashew nut,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-76-07-38,1,Pigeon pea,1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,0
00-76-42-21,1,Coffee,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
00-76-42-21,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,,,,Yes,0
00-76-61-66,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
00-76-61-66,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,No,2
00-76-61-99,1,Cashew nut,39,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
00-76-61-99,1,Mango,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,3
00-76-61-99,2,Pigeon pea,6,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
00-76-61-99,2,Cashew nut,13,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
00-76-82-42,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
00-77-90-20,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
00-77-90-20,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,,,No,2
00-78-68-00,2,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,No,0
00-79-74-47,2,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,2
00-79-74-47,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,3
00-79-74-47,2,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,2
00-80-09-74,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,1
00-80-09-74,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-80-09-74,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,1
00-80-11-50,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,,,,No,0
00-81-99-62,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,,,,Yes,0
00-81-99-62,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,No,0
00-82-08-72,1,Banana,2,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,,,No,4
00-82-13-60,1,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
00-82-75-97,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-83-05-25,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
00-83-05-25,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
00-83-16-84,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,1
00-83-16-84,1,Avocado,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,No,0
00-83-60-14,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,No,0
00-83-71-80,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
00-85-19-77,1,Avocado,61,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,75
00-86-74-95,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
00-87-23-54,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
00-87-37-31,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,1
00-87-37-31,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-88-94-36,2,Coffee,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,,No,1
00-89-03-89,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-90-06-79,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,1
00-90-46-84,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
00-91-27-81,4,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,No,0
00-91-27-81,4,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,,,,Yes,0
00-91-27-81,4,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,No,0
00-91-72-71,1,Banana,1,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1
00-92-02-20,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,0
00-92-68-35,1,Coffee,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-92-68-35,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,,,,Yes,3
00-92-68-35,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,,,Yes,0
00-92-68-35,2,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-92-94-33,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
00-93-22-98,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
00-93-22-98,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
00-93-68-03,4,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0
00-93-83-26,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-94-14-81,2,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,No,1
00-95-23-72,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-95-23-72,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
00-95-28-28,2,Banana,2,Yes,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2
00-95-29-61,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-95-43-58,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
00-96-06-73,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-96-06-73,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,3
00-96-06-73,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,No,0
00-96-27-93,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
00-96-27-93,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,No,0
00-96-34-42,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
00-96-79-26,1,Banana,1,Yes,,,,,,,,,,,,,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,,,No,1
00-96-89-86,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
00-96-89-86,2,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
00-97-05-04,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-97-05-04,2,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,Yes,0
00-97-05-04,2,Mango,1,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-97-05-04,4,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,Yes,1
00-97-05-04,4,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,Yes,0
00-97-66-94,4,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
00-97-66-94,5,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
00-97-81-24,1,Orange,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,20
00-98-07-51,2,Coffee,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
00-98-07-51,2,Banana,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,11
00-98-36-68,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0
00-98-36-68,3,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
00-98-36-68,3,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,0
00-98-54-57,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
00-98-54-57,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,,Yes,1
00-99-07-73,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
00-99-36-32,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1
00-99-61-71,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
01-00-46-00,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
01-01-32-26,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
01-01-95-66,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
01-01-95-66,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
01-02-25-85,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
01-02-44-99,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-02-44-99,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
01-03-08-01,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,No,0
01-03-41-80,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
01-03-41-80,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-03-96-75,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,2
01-04-06-31,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,0
01-04-23-89,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,1
01-04-31-07,3,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-04-33-36,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,0
01-04-33-36,1,Mango,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,0
01-04-66-72,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,1
01-04-66-72,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,No,0
01-04-66-72,2,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,2
01-05-16-73,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,1
01-05-16-73,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,No,0
01-05-16-73,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,No,0
01-05-16-73,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,No,0
01-05-16-73,2,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,5
01-05-25-54,2,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,,,,No,1
01-05-63-15,1,Banana,1,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,1
01-06-43-75,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
01-07-18-35,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,,,,No,0
01-07-18-35,2,Pigeon pea,7,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
01-07-35-96,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-07-67-37,2,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,1
01-07-78-27,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-07-98-57,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
01-08-08-31,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-08-08-31,2,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-09-27-43,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-09-57-69,3,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,,,,Yes,1
01-10-61-29,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-10-92-56,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1
01-11-33-06,3,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,,,No,0
01-11-74-95,1,Coffee,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
01-11-74-95,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
01-12-17-06,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-12-36-06,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
01-12-36-06,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
01-13-00-22,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
01-13-18-21,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,0
01-13-18-21,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,0
01-13-18-21,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-14-06-03,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
01-14-28-81,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,No,1
01-14-28-81,2,Mango,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-14-55-36,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,No,0
01-14-55-36,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,,,,No,1
01-15-00-62,3,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,,,,Yes,0
01-15-21-26,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
01-15-59-53,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
01-16-13-23,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-16-75-28,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
01-16-75-28,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-16-75-28,2,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,No,1
01-16-88-46,1,Mango,6,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11
01-16-88-46,2,Banana,2,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0
01-17-49-53,1,Cashew nut,11,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,2
01-17-59-47,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
01-17-59-47,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
01-17-59-47,2,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-17-64-41,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,No,0
01-17-64-41,2,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,,,No,0
01-17-87-89,2,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-18-32-33,1,Coffee,0,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
01-18-32-33,1,Banana,1,Yes,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,,,No,3
01-18-32-86,3,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-18-36-76,3,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-18-45-28,2,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-18-75-22,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
01-19-05-90,3,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,No,0
01-19-11-49,3,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,0
01-19-11-49,3,Mango,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1
01-19-11-49,3,Orange,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
01-19-13-59,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
01-19-75-92,2,Mango,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
01-20-79-81,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0
01-20-79-81,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
01-20-79-81,2,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-20-79-81,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
01-21-26-84,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,1
01-21-75-52,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0
01-21-96-98,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,,,,Yes,1
01-21-96-98,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,No,0
01-23-25-13,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
01-23-25-13,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5
01-23-25-13,2,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
01-23-25-13,2,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3
01-23-63-60,1,Banana,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-24-12-51,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,1
01-24-42-37,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,Yes,0
01-24-42-37,4,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
01-24-72-32,1,Sugar cane,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,Yes,0
01-24-72-32,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,,,,Yes,0
01-24-72-32,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,Yes,0
01-24-94-52,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
01-25-03-95,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
01-25-03-95,2,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
